relation_id,source_block_id,target_block_id,source_entity_id,target_entity_id,target_text,relation_type,source_file,source_line,source_group_id,target_group_id,source_signature,target_signature,source_entity_role,target_entity_role,dependency_strength,domain_relevance,requires_relevance,exclusion_reason,resolution_status,observed_product_set
D1554,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,E719,E229,,METHOD_CALL,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,126,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,UNKNOWN,UNKNOWN,0.750,0.200,LOW,NONE,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1555,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,E719,E720,,METHOD_CALL,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,129,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,UNKNOWN,UNKNOWN,0.750,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1556,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,E719,E684,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,130,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,UNKNOWN,UNKNOWN,0.600,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1557,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,E719,E720,,METHOD_CALL,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,133,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,UNKNOWN,UNKNOWN,0.750,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1558,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,E719,E684,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,134,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,UNKNOWN,UNKNOWN,0.600,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1559,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,E719,E232,,METHOD_CALL,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,134,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,UNKNOWN,UNKNOWN,0.750,0.200,LOW,NONE,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1560,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,E720,E711,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,139,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,UNKNOWN,UNKNOWN,0.600,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1561,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,E720,E723,,METHOD_CALL,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,140,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,UNKNOWN,UNKNOWN,0.750,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1562,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,E720,E724,,METHOD_CALL,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,141,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,UNKNOWN,UNKNOWN,0.750,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1563,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,E720,E711,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,142,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,UNKNOWN,UNKNOWN,0.600,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1564,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,E720,E712,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,144,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,UNKNOWN,UNKNOWN,0.600,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1565,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,E720,E725,,METHOD_CALL,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,145,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,UNKNOWN,UNKNOWN,0.750,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1566,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,E720,E691,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,146,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,UNKNOWN,UNKNOWN,0.600,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1567,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,E720,E684,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,148,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,UNKNOWN,UNKNOWN,0.600,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1568,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,E720,E693,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,150,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,UNKNOWN,UNKNOWN,0.600,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1569,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,E720,E76,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,150,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,UNKNOWN,UNKNOWN,0.600,0.200,LOW,NONE,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1570,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,E720,E684,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,152,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,UNKNOWN,UNKNOWN,0.600,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1571,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,E720,E707,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,154,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,UNKNOWN,UNKNOWN,0.600,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1572,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,E720,E709,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,154,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,UNKNOWN,UNKNOWN,0.600,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1573,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,E720,E711,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,155,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,UNKNOWN,UNKNOWN,0.600,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1574,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,E720,E695,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,156,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,UNKNOWN,UNKNOWN,0.600,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1575,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,E720,E684,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,158,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,UNKNOWN,UNKNOWN,0.600,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1576,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,E720,E697,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,160,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,UNKNOWN,UNKNOWN,0.600,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1577,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,E720,E721,,METHOD_CALL,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,160,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,UNKNOWN,UNKNOWN,0.750,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1578,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,E720,E695,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,161,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,UNKNOWN,UNKNOWN,0.600,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1579,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,E720,E721,,METHOD_CALL,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,161,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,UNKNOWN,UNKNOWN,0.750,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1580,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,E720,E700,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,162,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,UNKNOWN,UNKNOWN,0.600,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1581,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,E720,E721,,METHOD_CALL,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,162,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,UNKNOWN,UNKNOWN,0.750,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1582,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,E720,E696,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,163,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,UNKNOWN,UNKNOWN,0.600,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1583,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,E720,E721,,METHOD_CALL,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,163,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,UNKNOWN,UNKNOWN,0.750,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1584,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,E720,E698,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,164,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,UNKNOWN,UNKNOWN,0.600,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1585,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,E720,E721,,METHOD_CALL,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,164,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,UNKNOWN,UNKNOWN,0.750,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1586,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,E720,E699,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,165,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,UNKNOWN,UNKNOWN,0.600,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1587,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,E720,E721,,METHOD_CALL,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,165,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,UNKNOWN,UNKNOWN,0.750,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1588,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,E720,E684,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,168,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,UNKNOWN,UNKNOWN,0.600,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1589,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,E722,E685,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,177,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,UNKNOWN,UNKNOWN,0.600,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1591,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,E723,E695,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,180,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,UNKNOWN,UNKNOWN,0.600,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1592,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,E723,E691,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,181,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,UNKNOWN,UNKNOWN,0.600,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1593,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,E723,E692,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,182,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,UNKNOWN,UNKNOWN,0.600,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1594,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,E723,E693,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,183,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,UNKNOWN,UNKNOWN,0.600,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1595,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset11:IF:8-132,E723,E56,,CONSTRUCTOR_CALL,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,184,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,UNKNOWN,UNKNOWN,0.750,0.200,LOW,NONE,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1596,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9:IF:8-248,E723,E694,,FIELD_REFERENCE,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset9,184,G4,G4,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,UNKNOWN,UNKNOWN,0.600,0.200,LOW,INTRA_BLOCK,RESOLVED_INTERNAL,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
